num_ingredients,num_steps,desc_len,vote_count,instr_len,ingr_len,time_cue_count,cuisine,course,diet,total_time_min,is_quick
8,12,589,286,1103,138,1,Continental,Dessert,Eggetarian,30.0,1
24,10,329,155,1109,202,0,Other,Dinner,Vegetarian,55.0,0
8,7,407,221,639,84,0,Continental,World Breakfast,Vegetarian,25.0,1
6,7,699,10661,1144,130,7,Indian,Unknown,Vegetarian,30.0,1
13,5,248,2424,656,102,0,Bengali Recipes,Lunch,Vegetarian,25.0,1
11,9,517,512,842,187,3,Gujarati Recipes﻿,Side Dish,Vegetarian,35.0,1
9,17,597,242,2181,111,9,Other,Snack,Eggetarian,140.0,0
9,6,343,722,663,64,0,South Indian Recipes,Lunch,Vegetarian,20.0,1
11,9,566,742,790,177,2,Andhra,Snack,Vegetarian,35.0,1
10,9,643,1104,1523,155,3,Other,North Indian Breakfast,Vegetarian,40.0,1
13,12,454,578,1416,160,3,Continental,Dessert,Vegetarian,70.0,0
5,8,1381,468,921,95,6,Indian,Snack,Vegetarian,25.0,1
5,7,440,6760,600,73,4,Kerala Recipes,Snack,Vegetarian,45.0,1
15,8,542,9292,1120,246,5,Other,Snack,Vegetarian,90.0,0
9,9,747,1305,847,153,2,Other,Snack,Vegetarian,65.0,0
9,9,618,8361,840,131,6,North Indian Recipes,Lunch,High Protein Vegetarian,45.0,1
12,7,612,1088,653,252,3,Other,North Indian Breakfast,Vegetarian,50.0,0
14,14,719,316,1757,204,3,Continental,Dessert,Eggetarian,55.0,0
8,7,377,508,603,116,3,Continental,Snack,Vegetarian,30.0,1
13,6,308,397,561,96,0,Maharashtrian Recipes,Lunch,High Protein Vegetarian,30.0,1
12,15,394,349,1183,147,3,Continental,Dessert,Vegetarian,40.0,1
9,6,374,4279,625,94,0,Indian,Lunch,Vegetarian,40.0,1
10,6,265,1198,615,73,0,Indian,Dinner,Vegetarian,40.0,1
12,5,316,476,463,97,0,North Indian Recipes,Lunch,Vegetarian,45.0,1
11,7,308,373,664,118,0,North Indian Recipes,Dinner,High Protein Vegetarian,45.0,1
12,5,316,376,615,109,0,North Indian Recipes,Lunch,High Protein Vegetarian,50.0,0
11,9,698,1547,844,183,4,North Indian Recipes,Side Dish,Diabetic Friendly,30.0,1
8,10,664,885,1184,96,2,Other,Dessert,Eggetarian,80.0,0
12,6,313,2435,577,97,0,North Indian Recipes,Dinner,Vegetarian,55.0,0
9,6,333,5803,457,66,0,North Indian Recipes,Lunch,Vegetarian,50.0,0
8,14,348,4280,806,144,6,Other,Dinner,Vegetarian,42.0,1
13,6,576,484,892,220,8,Other,Main Course,Vegetarian,45.0,1
8,8,566,3705,616,139,4,Indian,Snack,Vegetarian,15.0,1
9,8,612,3372,686,98,7,Maharashtrian Recipes,Lunch,Vegetarian,55.0,0
9,8,606,1618,856,140,2,North Indian Recipes,Snack,Gluten Free,95.0,0
11,7,308,152,718,84,0,Karnataka,Side Dish,Vegetarian,20.0,1
6,7,403,729,604,40,0,Gujarati Recipes﻿,Dessert,Vegetarian,35.0,1
16,7,365,178,802,126,0,North Indian Recipes,Dinner,Vegetarian,40.0,1
14,6,291,245,706,121,0,South Indian Recipes,Side Dish,Diabetic Friendly,35.0,1
8,7,334,975,650,76,0,Other,Side Dish,Diabetic Friendly,65.0,0
12,7,361,112,692,104,0,Indian,Lunch,Vegetarian,30.0,1
22,7,319,172,909,215,0,Indian,Lunch,High Protein Non Vegetarian,40.0,1
9,9,260,635,600,66,0,Indian,Lunch,Vegetarian,40.0,1
11,6,345,142,600,79,0,South Indian Recipes,Side Dish,Vegetarian,30.0,1
8,5,272,59,388,68,0,Other,Lunch,Vegetarian,40.0,1
9,6,336,137,539,70,0,North Indian Recipes,Lunch,High Protein Vegetarian,35.0,1
15,5,267,275,606,114,0,Other,Lunch,Vegetarian,40.0,1
22,6,262,1323,754,187,0,North Indian Recipes,Lunch,High Protein Vegetarian,25.0,1
13,5,291,327,600,121,0,South Indian Recipes,Side Dish,Vegetarian,35.0,1
11,6,332,385,727,92,0,South Indian Recipes,Side Dish,Vegetarian,40.0,1
22,6,375,112,827,195,0,Tamil Nadu,Lunch,Vegetarian,80.0,0
14,8,367,401,880,125,0,South Indian Recipes,Dinner,High Protein Vegetarian,40.0,1
11,3,347,7880,392,93,0,South Indian Recipes,Side Dish,Vegetarian,20.0,1
10,4,360,219,523,77,0,South Indian Recipes,Side Dish,Vegetarian,15.0,1
11,6,343,250,627,77,0,South Indian Recipes,Side Dish,Vegetarian,15.0,1
10,4,358,1510,396,69,0,Gujarati Recipes﻿,Dinner,Vegetarian,30.0,1
6,3,336,3104,233,49,0,South Indian Recipes,Side Dish,No Onion No Garlic (Sattvic),40.0,1
7,3,366,839,340,53,0,Indian,Side Dish,Vegetarian,20.0,1
10,4,376,134,470,98,0,South Indian Recipes,Side Dish,Vegetarian,15.0,1
7,5,268,7831,520,49,0,Indian,Side Dish,Vegetarian,30.0,1
9,5,280,3338,548,78,0,South Indian Recipes,Side Dish,Vegetarian,25.0,1
5,3,397,1931,269,49,0,North Indian Recipes,Side Dish,Vegetarian,20.0,1
13,9,801,1920,816,215,6,South Indian Recipes,Lunch,High Protein Vegetarian,40.0,1
12,10,382,1408,946,201,6,South Indian Recipes,Side Dish,Vegetarian,15.0,1
13,10,492,857,1262,201,5,Other,Snack,Vegetarian,35.0,1
4,10,714,1342,986,33,6,Other,Side Dish,Vegetarian,60.0,0
10,6,330,895,608,71,0,North Indian Recipes,Lunch,Vegetarian,40.0,1
12,7,375,391,677,94,0,Indian,Lunch,Vegetarian,50.0,0
14,5,308,505,607,119,0,Indian,Side Dish,Vegan,25.0,1
9,14,260,674,1141,157,7,South Indian Recipes,Appetizer,Vegetarian,40.0,1
12,14,816,1005,1192,211,2,South Indian Recipes,South Indian Breakfast,High Protein Vegetarian,20.0,1
11,4,352,2700,551,96,0,South Indian Recipes,Side Dish,Vegetarian,25.0,1
17,13,664,4716,984,318,1,Tamil Nadu,South Indian Breakfast,High Protein Vegetarian,180.0,0
15,5,310,354,556,140,0,North Indian Recipes,Side Dish,Vegetarian,30.0,1
12,5,376,1082,456,102,0,North Indian Recipes,Lunch,High Protein Vegetarian,40.0,1
8,3,264,377,422,71,0,Karnataka,Side Dish,Vegetarian,65.0,0
9,6,364,168,504,58,0,South Indian Recipes,Lunch,Vegetarian,30.0,1
15,8,450,8663,1367,205,8,Indian,Appetizer,Vegetarian,80.0,0
14,6,361,196,587,102,0,Indian,Lunch,Vegetarian,65.0,0
15,7,352,2449,695,118,0,North Indian Recipes,Lunch,High Protein Vegetarian,30.0,1
5,4,529,818,428,59,0,Continental,World Breakfast,Vegetarian,10.0,1
15,7,367,554,789,141,0,North Indian Recipes,Lunch,High Protein Vegetarian,40.0,1
13,7,321,1573,747,98,0,North Indian Recipes,Main Course,Vegetarian,105.0,0
12,5,348,2716,594,101,0,North Indian Recipes,Lunch,High Protein Vegetarian,50.0,0
16,7,368,6297,902,117,0,North Indian Recipes,Lunch,Vegetarian,55.0,0
12,17,247,374,1171,160,3,Continental,Snack,Eggetarian,90.0,0
5,3,535,1648,436,89,0,Continental,Snack,Vegetarian,10.0,1
21,6,315,1398,689,212,0,Rajasthani,Lunch,High Protein Vegetarian,40.0,1
18,11,589,3118,844,253,5,South Indian Recipes,Lunch,Non Vegeterian,45.0,1
13,12,787,846,1327,175,5,Other,Snack,Vegetarian,40.0,1
11,8,339,402,814,82,0,North Indian Recipes,Side Dish,High Protein Vegetarian,45.0,1
11,6,350,2470,390,86,0,Other,Lunch,High Protein Vegetarian,40.0,1
13,6,541,438,559,212,4,North Indian Recipes,Lunch,Vegetarian,35.0,1
16,14,601,418,1086,274,5,Indian,Dinner,Vegan,40.0,1
6,10,769,2875,1353,74,12,Other,South Indian Breakfast,Diabetic Friendly,495.0,0
14,9,394,1418,929,254,8,Andhra,Side Dish,Vegetarian,15.0,1
6,10,402,435,723,96,3,Karnataka,Dessert,Vegetarian,30.0,1
7,11,419,300,1143,78,1,Indian,Dessert,Vegetarian,40.0,1
8,9,650,972,709,156,4,Indian,Lunch,Vegetarian,45.0,1
5,8,785,708,584,71,1,Rajasthani,Side Dish,Vegetarian,18.0,1
12,12,389,1101,963,185,1,Other,Dinner,Vegetarian,55.0,0
11,6,519,723,578,161,1,Continental,Appetizer,Non Vegeterian,30.0,1
11,4,473,953,567,121,3,Continental,Dessert,Vegetarian,40.0,1
7,13,485,2297,1249,98,1,Other,Appetizer,Vegetarian,30.0,1
16,7,347,104,638,126,0,North Indian Recipes,Dinner,Diabetic Friendly,45.0,1
13,6,407,285,517,131,0,North Indian Recipes,Lunch,High Protein Vegetarian,50.0,0
13,11,740,265,1120,196,1,Karnataka,South Indian Breakfast,Vegetarian,30.0,1
22,8,295,135,869,232,0,North Indian Recipes,Lunch,High Protein Vegetarian,40.0,1
16,7,333,1006,888,120,0,South Indian Recipes,Lunch,High Protein Vegetarian,50.0,0
8,11,552,315,1211,81,11,Indian,Dessert,Vegetarian,60.0,0
9,5,634,320,653,98,0,Continental,World Breakfast,Sugar Free Diet,40.0,1
8,9,294,1429,713,122,7,Bengali Recipes,Lunch,Vegetarian,55.0,0
19,8,382,136,767,174,0,North Indian Recipes,Lunch,Vegetarian,45.0,1
11,10,629,499,939,174,5,Other,Dessert,Vegetarian,45.0,1
7,6,486,816,416,90,2,Indian,Snack,Vegetarian,25.0,1
14,6,360,3258,636,149,0,North Indian Recipes,Lunch,Vegetarian,40.0,1
9,6,303,186,556,86,0,Bengali Recipes,Lunch,Vegetarian,45.0,1
15,7,392,374,694,146,0,North Indian Recipes,Dinner,Vegetarian,30.0,1
7,6,555,624,589,66,1,Continental,Dessert,Sugar Free Diet,45.0,1
17,6,433,401,570,148,0,Kerala Recipes,Lunch,Vegetarian,45.0,1
10,8,643,484,1169,139,5,Continental,Appetizer,Eggetarian,50.0,0
8,10,354,371,771,104,0,Continental,Snack,Vegetarian,35.0,1
8,13,346,223,912,119,1,Continental,Snack,Vegetarian,50.0,0
4,5,43,1833,581,55,0,North Indian Recipes,Dessert,Vegetarian,30.0,1
11,10,587,181,980,122,3,Continental,Dessert,Vegetarian,135.0,0
11,13,884,612,902,173,2,Continental,Side Dish,Vegetarian,40.0,1
5,10,452,1011,1032,80,3,Bengali Recipes,Snack,Vegetarian,55.0,0
9,7,257,3385,1156,145,2,Indian,Appetizer,Vegetarian,40.0,1
7,10,459,230,1065,93,3,Continental,Dessert,Gluten Free,65.0,0
10,4,301,226,383,84,0,Other,Lunch,Vegetarian,50.0,0
12,6,428,2279,563,113,0,South Indian Recipes,Lunch,No Onion No Garlic (Sattvic),30.0,1
17,12,645,948,1607,318,13,Continental,Appetizer,Vegetarian,50.0,0
6,9,813,10822,959,75,4,Bengali Recipes,Snack,Vegetarian,45.0,1
14,7,412,189,735,126,0,Indian,Lunch,Vegetarian,30.0,1
7,15,849,1121,1794,103,6,Indian,Dessert,Vegetarian,25.0,1
6,12,346,567,957,96,3,Maharashtrian Recipes,Dinner,Vegetarian,40.0,1
12,8,812,7771,787,171,3,North Indian Recipes,Side Dish,Vegetarian,35.0,1
10,7,349,351,683,82,0,Other,Lunch,Vegetarian,65.0,0
7,8,516,593,1299,133,3,Other,Appetizer,Vegetarian,50.0,0
9,8,440,596,1174,125,7,Indian,Snack,Vegetarian,55.0,0
10,10,583,599,1186,167,8,Continental,Main Course,Vegetarian,45.0,1
11,9,508,385,1057,175,0,Continental,World Breakfast,Vegetarian,55.0,0
18,6,398,924,523,147,0,Indian,Lunch,Vegetarian,60.0,0
8,11,467,236,1610,135,4,Italian Recipes,Dinner,Gluten Free,60.0,0
8,8,568,382,569,152,2,Maharashtrian Recipes,Lunch,Vegetarian,45.0,1
9,6,341,757,398,134,1,Indian,Appetizer,Vegetarian,30.0,1
10,10,449,448,1083,174,9,North Indian Recipes,Lunch,Vegetarian,50.0,0
16,20,1286,1478,2243,224,11,Fusion,Dessert,Vegetarian,75.0,0
10,13,485,1383,788,159,2,Bengali Recipes,Lunch,Vegetarian,40.0,1
10,13,502,287,920,62,1,Other,Appetizer,Vegetarian,35.0,1
6,9,378,829,833,70,0,Other,Snack,Vegetarian,25.0,1
17,13,522,4978,1364,301,7,Bengali Recipes,Dinner,Vegetarian,65.0,0
11,9,500,1490,895,179,1,Bengali Recipes,Lunch,Vegetarian,30.0,1
13,12,422,1897,1309,170,8,Other,Snack,Vegetarian,45.0,1
17,7,286,494,831,153,0,Indian,Snack,Vegetarian,45.0,1
10,7,386,277,769,170,2,South Indian Recipes,Side Dish,Vegetarian,25.0,1
21,14,325,734,793,328,2,Bengali Recipes,Snack,Vegetarian,55.0,0
10,13,406,2193,1057,156,6,North Indian Recipes,Lunch,Vegetarian,80.0,0
11,10,422,420,1332,182,3,North Indian Recipes,Main Course,Vegetarian,70.0,0
12,11,700,369,726,199,1,Indian,Lunch,Vegetarian,40.0,1
13,9,898,1279,721,215,4,North Indian Recipes,Lunch,Vegetarian,30.0,1
11,7,398,1138,447,176,0,North Indian Recipes,Lunch,No Onion No Garlic (Sattvic),50.0,0
10,5,623,4652,516,210,1,North Indian Recipes,Snack,Vegetarian,30.0,1
14,13,380,695,1094,238,8,North Indian Recipes,Lunch,High Protein Vegetarian,30.0,1
12,6,365,1670,617,98,0,North Indian Recipes,Lunch,Vegetarian,50.0,0
10,8,462,2715,1121,166,2,Bengali Recipes,Lunch,Vegetarian,45.0,1
14,16,414,4298,1353,222,5,North Indian Recipes,North Indian Breakfast,Vegetarian,45.0,1
13,6,423,1171,609,97,0,North Indian Recipes,Lunch,Vegetarian,30.0,1
13,6,397,2697,584,115,0,Other,Lunch,Vegetarian,45.0,1
17,7,345,493,760,140,0,Bengali Recipes,Dinner,Vegetarian,60.0,0
16,6,372,2667,802,158,0,North Indian Recipes,Lunch,High Protein Vegetarian,30.0,1
9,9,658,3712,824,157,7,North Indian Recipes,Dinner,No Onion No Garlic (Sattvic),50.0,0
16,7,308,5874,823,151,0,Rajasthani,Lunch,Vegetarian,55.0,0
10,7,485,1057,738,84,0,Indian,Lunch,Vegetarian,45.0,1
11,8,315,285,1153,190,5,Indian,Snack,Vegetarian,55.0,0
12,12,342,1272,1325,180,1,North Indian Recipes,Snack,Vegetarian,60.0,0
5,9,728,861,1137,65,2,Bengali Recipes,Snack,Vegetarian,30.0,1
6,9,409,672,709,116,4,Other,Lunch,Vegetarian,25.0,1
10,9,521,2610,956,180,1,North Indian Recipes,Appetizer,No Onion No Garlic (Sattvic),50.0,0
15,14,93,3628,1010,236,9,North Indian Recipes,Lunch,Vegetarian,40.0,1
14,11,603,1693,737,250,2,Indian,Lunch,Vegetarian,45.0,1
7,7,319,6410,647,98,1,Other,Lunch,Vegetarian,55.0,0
5,5,486,1475,360,97,0,Other,Side Dish,Vegetarian,10.0,1
16,9,294,794,613,287,2,Indian,Dinner,High Protein Vegetarian,55.0,0
15,11,499,3117,1201,207,4,Other,Lunch,Vegetarian,40.0,1
18,18,503,1657,2746,291,9,North Indian Recipes,Dinner,Vegetarian,60.0,0
16,12,580,702,1078,305,7,North Indian Recipes,Lunch,Vegetarian,50.0,0
13,15,926,561,1947,161,2,Indian,Dinner,Vegetarian,50.0,0
11,15,390,3075,1124,145,6,North Indian Recipes,Appetizer,Vegetarian,40.0,1
13,9,400,4544,575,243,0,North Indian Recipes,North Indian Breakfast,Vegetarian,40.0,1
8,12,418,663,1252,126,4,Bengali Recipes,Lunch,Vegetarian,60.0,0
5,8,632,3401,928,90,4,Continental,Appetizer,Vegetarian,40.0,1
14,7,730,759,1453,242,9,North Indian Recipes,Side Dish,Vegetarian,80.0,0
14,10,480,2374,935,275,5,North Indian Recipes,Side Dish,Vegetarian,30.0,1
13,6,382,231,706,118,0,Other,Dinner,Vegetarian,50.0,0
14,12,552,2641,861,252,4,Rajasthani,Dinner,Vegetarian,25.0,1
10,14,531,1547,1153,188,5,Other,Side Dish,Vegetarian,25.0,1
12,5,380,449,531,108,0,Indian,Lunch,Vegetarian,65.0,0
14,14,976,538,1206,177,5,Other,Dinner,Vegetarian,65.0,0
18,7,335,234,823,155,0,North Indian Recipes,Lunch,Vegetarian,50.0,0
14,6,381,105,615,107,0,South Indian Recipes,Dinner,High Protein Vegetarian,30.0,1
15,7,322,415,805,111,0,South Indian Recipes,Lunch,Gluten Free,50.0,0
12,9,671,783,1189,194,4,North Indian Recipes,Lunch,Vegetarian,50.0,0
13,8,1142,4569,1542,222,7,South Indian Recipes,Lunch,High Protein Vegetarian,35.0,1
10,9,751,643,1119,153,2,North Indian Recipes,Appetizer,Vegetarian,70.0,0
21,11,362,430,1078,380,3,Indian,Lunch,Vegetarian,470.0,0
10,9,636,1301,1073,149,3,Indian,Lunch,Vegetarian,45.0,1
12,7,649,9427,970,184,2,Indian,North Indian Breakfast,High Protein Vegetarian,50.0,0
7,6,133,1714,756,47,0,Indian,Dessert,Vegetarian,45.0,1
13,6,315,483,625,103,0,South Indian Recipes,Main Course,Vegetarian,15.0,1
9,8,434,754,1406,137,4,Indian,Indian Breakfast,Vegetarian,45.0,1
12,10,500,356,1107,216,4,Continental,Appetizer,Vegetarian,60.0,0
12,6,331,1022,647,110,0,North Indian Recipes,Lunch,Vegetarian,45.0,1
8,6,340,480,565,49,0,North Indian Recipes,Dinner,Vegetarian,30.0,1
9,8,626,736,786,114,5,Other,Dinner,Vegetarian,25.0,1
10,21,685,872,3377,148,8,Indian,Indian Breakfast,Vegetarian,50.0,0
11,12,652,8848,1182,174,7,North Indian Recipes,North Indian Breakfast,High Protein Vegetarian,50.0,0
7,7,370,1576,477,115,3,Karnataka,Side Dish,Vegetarian,25.0,1
10,7,341,1964,625,79,0,Indian,Lunch,Vegetarian,50.0,0
14,17,360,2733,1380,206,5,Indian,Dinner,Vegetarian,50.0,0
4,5,276,973,355,16,0,Indian,Lunch,Vegetarian,30.0,1
12,14,539,287,1264,171,4,Continental,Dessert,Vegan,55.0,0
9,18,664,1528,3123,137,6,North Indian Recipes,Lunch,High Protein Vegetarian,60.0,0
8,17,1083,2397,2435,118,2,North Indian Recipes,Lunch,High Protein Vegetarian,60.0,0
18,7,467,164,720,172,0,Indian,Dinner,Vegetarian,65.0,0
9,10,582,629,934,131,2,Indian,Indian Breakfast,Vegetarian,50.0,0
9,3,1032,427,365,120,0,Continental,Snack,High Protein Vegetarian,10.0,1
6,10,521,5373,1298,82,3,Kerala Recipes,Dessert,Vegetarian,55.0,0
6,10,1111,708,913,99,1,Indian,Indian Breakfast,Vegetarian,20.0,1
11,7,491,11733,938,165,3,Other,North Indian Breakfast,Vegetarian,45.0,1
8,5,369,3136,463,64,0,Other,Dessert,Vegetarian,30.0,1
9,4,392,2236,464,53,0,Indian,Dessert,Vegetarian,30.0,1
7,14,568,948,1072,91,5,Indian,Indian Breakfast,Vegetarian,40.0,1
6,7,363,346,640,50,0,Indian,Dessert,Vegetarian,15.0,1
8,4,347,916,298,60,0,North Indian Recipes,Dessert,Vegetarian,15.0,1
7,5,114,142,669,82,5,Indian,Dessert,Vegetarian,55.0,0
8,7,628,322,793,50,0,Indian,Dessert,Vegetarian,40.0,1
7,11,748,1054,1719,96,8,Indian,Snack,Vegetarian,75.0,0
6,11,365,1628,716,88,3,South Indian Recipes,Dessert,Vegetarian,30.0,1
6,11,834,1689,1088,72,6,Tamil Nadu,Dessert,Vegetarian,75.0,0
7,5,398,422,455,40,0,Rajasthani,Dessert,Vegetarian,50.0,0
9,11,778,3887,778,123,3,Indian,Dessert,Vegetarian,45.0,1
5,8,927,420,485,69,3,Indian,Dessert,Vegetarian,60.0,0
10,16,1221,6935,2656,183,14,Maharashtrian Recipes,Snack,Vegetarian,60.0,0
6,8,614,2057,1196,96,7,North Indian Recipes,Snack,Vegetarian,60.0,0
5,10,317,1273,648,48,4,Other,Dessert,Vegetarian,20.0,1
9,9,379,256,677,64,0,Andhra,Dinner,High Protein Vegetarian,40.0,1
7,9,305,856,770,121,4,North Indian Recipes,Snack,Vegetarian,50.0,0
8,11,654,8741,1281,109,2,Andhra,South Indian Breakfast,Vegetarian,35.0,1
7,12,484,2238,931,99,2,Indian,North Indian Breakfast,High Protein Vegetarian,50.0,0
5,14,730,989,1431,89,10,Indian,Snack,Vegetarian,60.0,0
10,12,458,718,983,104,10,Other,Dessert,Vegetarian,50.0,0
7,8,548,4169,594,144,0,North Indian Recipes,Lunch,Vegetarian,45.0,1
18,9,536,850,1560,280,5,Karnataka,Unknown,Unknown,75.0,0
5,9,423,459,731,75,5,Indian,Dessert,Vegetarian,20.0,1
3,9,488,490,1013,31,2,North Indian Recipes,Dessert,Vegetarian,30.0,1
14,8,360,447,755,105,0,Indian,Dinner,Unknown,30.0,1
7,5,624,664,437,100,0,Indian,Snack,Vegetarian,10.0,1
13,19,829,4171,2325,221,13,Gujarati Recipes﻿,Snack,Vegetarian,50.0,0
6,11,667,419,1298,76,8,Other,Dessert,Vegetarian,45.0,1
6,10,1038,2222,1654,102,3,Indian,Dessert,Vegetarian,110.0,0
7,13,549,625,1325,108,5,Indian,Dessert,Vegetarian,51.0,0
8,15,644,697,2445,108,6,Maharashtrian Recipes,Dessert,Vegetarian,100.0,0
4,6,143,1213,814,59,2,Other,Dessert,Vegetarian,35.0,1
8,14,1010,1347,1054,116,1,Indian,Dessert,Vegetarian,55.0,0
6,21,563,10463,1861,67,5,Karnataka,Dessert,High Protein Vegetarian,65.0,0
11,12,366,242,1095,173,2,Continental,World Breakfast,Eggetarian,65.0,0
38,29,749,640,3299,698,9,Other,Main Course,Vegetarian,90.0,0
5,14,615,786,890,61,2,Maharashtrian Recipes,Snack,Vegetarian,45.0,1
20,14,498,686,1050,326,3,Other,Appetizer,Vegetarian,70.0,0
7,8,458,2551,1147,111,5,Indian,Dessert,Vegetarian,55.0,0
9,9,415,4969,1182,141,3,Indian,Dessert,Vegetarian,70.0,0
13,12,764,1091,944,209,2,Indian,Lunch,High Protein Vegetarian,30.0,1
4,8,444,6967,843,97,1,North Indian Recipes,Dessert,Vegetarian,30.0,1
7,5,291,1074,371,62,0,Indian,Side Dish,Vegetarian,35.0,1
11,5,249,289,526,109,0,North Indian Recipes,Snack,Vegetarian,40.0,1
11,5,546,3395,628,172,7,South Indian Recipes,Side Dish,Vegetarian,20.0,1
14,9,567,19225,816,183,6,Other,Lunch,High Protein Vegetarian,55.0,0
2,4,661,1077,698,20,0,Other,Unknown,Unknown,40.0,1
10,9,574,1971,962,134,3,South Indian Recipes,Side Dish,Vegetarian,40.0,1
10,6,400,3519,739,98,0,Indian,Side Dish,Vegetarian,50.0,0
18,10,796,1084,1280,253,11,South Indian Recipes,Snack,Vegetarian,105.0,0
16,14,645,9084,1277,257,4,Bengali Recipes,Side Dish,Vegetarian,40.0,1
4,11,571,1761,1835,64,6,Indian,Lunch,Vegetarian,35.0,1
11,6,521,1233,670,84,0,Rajasthani,Lunch,Vegetarian,30.0,1
18,20,483,8305,1788,264,11,Bengali Recipes,Appetizer,Eggetarian,60.0,0
13,5,409,4040,539,92,0,Other,Side Dish,High Protein Vegetarian,55.0,0
17,6,333,225,587,134,0,Other,Lunch,High Protein Vegetarian,60.0,0
19,13,595,985,1544,288,17,Tamil Nadu,Lunch,High Protein Vegetarian,40.0,1
6,6,398,1076,451,44,0,Indian,Dessert,Vegetarian,35.0,1
5,12,830,5982,996,81,8,Indian,Dessert,Vegetarian,100.0,0
14,6,329,1264,472,125,0,Other,Lunch,High Protein Vegetarian,45.0,1
5,6,368,993,488,36,0,Other,Dessert,Vegetarian,55.0,0
13,13,468,432,2727,145,14,Bengali Recipes,Dessert,Vegetarian,115.0,0
12,5,302,964,509,95,0,Indian,Side Dish,Vegetarian,60.0,0
13,8,324,1637,590,126,0,North Indian Recipes,Lunch,Vegetarian,25.0,1
9,6,306,585,516,98,0,Other,Lunch,Vegetarian,55.0,0
10,9,647,1207,1146,117,7,Bengali Recipes,Snack,Non Vegeterian,40.0,1
10,5,376,574,598,89,0,Indian,Side Dish,Vegetarian,45.0,1
6,16,146,1363,2415,78,19,Bengali Recipes,Dessert,Vegetarian,90.0,0
14,8,407,4418,812,211,3,Other,Lunch,Vegetarian,55.0,0
13,9,738,6380,1260,218,3,Andhra,Lunch,Vegetarian,50.0,0
19,9,593,1650,2075,333,22,South Indian Recipes,Lunch,Vegetarian,55.0,0
17,8,560,1669,1099,303,5,Other,One Pot Dish,Vegetarian,105.0,0
11,11,558,1910,1206,178,3,Maharashtrian Recipes,North Indian Breakfast,Vegetarian,35.0,1
9,5,316,1849,517,98,0,North Indian Recipes,Dinner,High Protein Vegetarian,30.0,1
7,11,519,885,820,85,4,Fusion,Dessert,Vegetarian,20.0,1
2,6,722,9041,943,16,4,Indian,Unknown,Unknown,10.0,1
9,14,583,1537,1662,115,8,Bengali Recipes,Side Dish,Non Vegeterian,40.0,1
14,12,712,1920,1355,207,3,Tamil Nadu,South Indian Breakfast,Diabetic Friendly,50.0,0
15,16,415,1730,1701,209,9,Fusion,Appetizer,Vegetarian,90.0,0
12,7,331,97,598,108,0,Indian,Dinner,Vegetarian,30.0,1
6,15,478,2229,1153,89,4,South Indian Recipes,South Indian Breakfast,Vegetarian,90.0,0
8,7,605,1167,1076,101,3,Other,Indian Breakfast,Vegetarian,570.0,0
23,8,314,462,882,195,0,North Indian Recipes,Lunch,Vegetarian,55.0,0
8,10,809,1540,922,142,2,South Indian Recipes,South Indian Breakfast,High Protein Vegetarian,55.0,0
8,5,676,8983,508,186,3,South Indian Recipes,South Indian Breakfast,Vegetarian,30.0,1
12,9,786,3346,1034,171,1,South Indian Recipes,South Indian Breakfast,Diabetic Friendly,30.0,1
8,6,590,10671,521,118,1,Kerala Recipes,Dessert,Vegetarian,40.0,1
7,6,394,1411,613,52,0,Indian,Dessert,Vegetarian,30.0,1
6,11,819,1943,866,68,2,South Indian Recipes,South Indian Breakfast,High Protein Vegetarian,30.0,1
6,18,1023,4984,2549,92,14,South Indian Recipes,South Indian Breakfast,Vegetarian,130.0,0
15,13,838,1181,901,234,2,South Indian Recipes,Lunch,Vegetarian,55.0,0
9,5,379,155,436,87,0,Indian,Side Dish,Vegetarian,35.0,1
10,3,401,222,387,96,0,South Indian Recipes,Lunch,High Protein Vegetarian,25.0,1
9,14,647,1893,1032,118,4,North Indian Recipes,North Indian Breakfast,Vegetarian,40.0,1
6,9,446,794,918,48,0,Indian,Dessert,Vegetarian,35.0,1
12,8,446,3532,827,208,4,Karnataka,South Indian Breakfast,Vegetarian,510.0,0
5,14,617,807,2163,67,4,South Indian Recipes,South Indian Breakfast,Vegetarian,345.0,0
13,9,445,844,842,205,2,South Indian Recipes,South Indian Breakfast,Vegetarian,285.0,0
10,10,509,723,545,155,2,South Indian Recipes,Side Dish,High Protein Vegetarian,45.0,1
10,7,720,571,470,146,3,South Indian Recipes,Lunch,High Protein Vegetarian,25.0,1
8,8,684,4077,1005,99,3,Other,Appetizer,Vegetarian,40.0,1
12,9,517,1580,1008,162,3,Andhra,South Indian Breakfast,Vegetarian,40.0,1
10,14,767,2382,1692,139,9,South Indian Recipes,South Indian Breakfast,Vegetarian,390.0,0
19,12,492,290,1258,278,2,South Indian Recipes,Dinner,Vegetarian,35.0,1
9,13,655,1755,1193,181,5,Maharashtrian Recipes,Indian Breakfast,Vegetarian,380.0,0
4,6,431,9979,777,28,6,Indian,Side Dish,Vegetarian,45.0,1
7,8,1438,2790,626,108,5,Andhra,Side Dish,Vegetarian,25.0,1
9,8,924,9697,1246,137,8,Andhra,Side Dish,Vegetarian,75.0,0
12,9,359,1511,686,109,0,Indian,Dinner,Diabetic Friendly,45.0,1
12,8,484,3283,708,204,3,South Indian Recipes,Side Dish,Vegetarian,15.0,1
5,10,526,287,1318,74,6,Indian,Dessert,Vegetarian,150.0,0
